name,official_link,path,lyrics
I’m So Excited,https://www.youtube.com/watch?v=iIJC8CvmqrI,I’m_So_Excited\official.mp3,"Tonight's the night we're gonna make it happen
Tonight we'll put all other things aside
Give in this time and show me some affection
We're goin' for those pleasures in the night
I want to love you, feel you
Wrap myself around you
I want to squeeze you, please you
I just can't get enough
And if you move real slow, I'll let it go
I'm so excited, and I just can't hide it
I'm about to lose control and I think I like it
I'm so excited, and I just can't hide it
And I know, I know, I know, I know, I know I want you
We shouldn't even think about tomorrow
Sweet memories will last a long, long time
We'll have a good time, baby, don't you worry
And if we're still playin' around, boy, that's just fine
Let's get excited, we just can't hide it
I'm about to lose control and I think I like it
I'm so excited and I just can't hide it
I know, I know, I know, I know, I know I want you, I want you
Ooh boy, I want to love you, feel you
Wrap myself around you
I want to squeeze you, please you
I just can't get enough
And if you move real slow, I'll let it go
I'm so excited, and I just can't hide it
I'm about to lose control and I think I like it
I'm so excited and I just can't hide it
I know, I know, I know, I know, I know I want you, I want you
I'm so excited (look what you do to me)
I just can't hide it (you got me burning up)
I'm about to lose control and I think I like it, yeah
I'm so excited (how did you get to me?)
And I can't deny, no, no, no (I've got to give it up)
(Oh, oh, oh, oh) I know, I know that I want you
I'm so excited (look what you do to me)
Oh, boy (you got me burning up)
(Oh, oh, oh, oh) Hey, hey I think I like it
I'm so excited (how did you get to me?)
You got me (I've got to give it up)
(Oh, oh, oh, oh) Oh, ooh I like it boy
I'm so excited (look what you do to me)
Ooh, you got me burning up (burning up)"
Complicated,https://www.youtube.com/watch?v=5eGbnVlRcRg,Complicated\official.mp3,"Uh huh, life's like this
Uh huh, uh huh, that's the way it is
'Cause life's like this
Uh huh, uh huh, that's the way it is
Chill out, what ya yellin' for?
Lay back, it's all been done before
And if, you could only let it be, you will see
I like you the way you are
When we're driving in your car
And you're talking to me one on one, but you become
Somebody else
'Round everyone else
You're watching your back
Like you can't relax
You try to be cool
You look like a fool to me
Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you
And you fall, and you crawl, and you break
And you take what you get, and you turn it into
Honesty and promise me I'm never gonna find you faking
No, no, no
You come over unannounced
Dressed up like you're somethin' else
Where you are and where it's at you see
You're making me
Laugh out when you strike your pose
Take off all your preppy clothes
You know you're not fooling anyone
When you become
Somebody else
'Round everyone else
You're watching your back
Like you can't relax
You try to be cool
You look like a fool to me
Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you
And you fall, and you crawl, and you break
And you take what you get, and you turn it into
Honesty and promise me I'm never gonna find you faking
No, no, no
No, no, no
No, no, no
No, no, no
No, no, no (no, no)
Chill out, what ya yellin' for?
Lay back, it's all been done before
And if you could only let it be
You will see
Somebody else
'Round everyone else
You're watching your back
Like you can't relax
You try to be cool
You look like a fool to me
Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you
And you fall, and you crawl, and you break
And you take what you get, and you turn it into
Honesty and promise me I'm never gonna find you faking
No, no
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else
Gets me frustrated
Life's like this, you
And you fall, and you crawl, and you break
And you take what you get, and you turn it into
Honesty and promise me I'm never gonna find you faking
No, no, no"
Everything I Do (I Do It for You),https://www.youtube.com/watch?v=O62ZPIH4LUQ,Everything_I_Do_(I_Do_It_for_You)\official.mp3,"Look into my eyes
You will see, what you mean to me
Search your heart, search your soul
When you find me there, you'll search no more
Don't tell me it's not worth trying for
You can't tell me it's not worth dying for
You know it's true (you know it's true)
Everything I do, I do it for you
Look into your heart, you will find
There is nothing there to hide
Take me as I am (take me as I am)
Take my life
I would give it all, I would sacrifice
Don't tell me it's not worth fighting for
I can't help it, there's nothing I want more
You know it's true
Everything I do, I do it for you
There is no love, like your love
And no other, could give me more love
There's nowhere, unless you're there
All the time, all the way
Everything I do
You can't tell me it's not worth trying for
Just can't help it, there's nothing in the world I want more
Oh, I would fight for you, yeah I'd lie for you
Walk the wire for you, yeah I'd die for you
You know it's true
Everything I do
I do it for you"
In the End,https://www.youtube.com/watch?v=d_toKURCt10,In_the_End\official.mp3,"It starts with one
All I know
It's so unreal
Watch you go
I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To remind myself of a time when I tried so hard
In spite of the way you were mockin' me
Actin' like I was part of your property
Remembering all the times you fought with me
I'm surprised it got so far
Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually
Be a memory of a time when I
I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind
I designed this rhyme to explain in due time
All I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away
It's so unreal
You didn't look out below
Watch the time go right out the window
Tryin' to hold on, they didn't even know
I wasted it all just to watch you go
I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be a memory
Of a time when I tried so hard"
Wake Me Up Before You Go-Go,https://www.youtube.com/watch?v=rTjpOOpSn5c,Wake_Me_Up_Before_You_Go-Go\official.mp3,"Jitterbug
Jitterbug
Jitterbug
Jitterbug
You put the boom-boom into my heart (hoo-hoo)
You send my soul sky-high
When your lovin' starts
Jitterbug into my brain (yeah, yeah)
Goes bang-bang-bang
'Til my feet do the same
But something's bugging me
Something ain't right
My best friend told me
What you did last night
You left me sleeping in my bed
I was dreaming
But I should've been with you instead
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah
You get the grey skies outta my way (yoo-hoo)
You make the sun shine brighter
Than Doris Day
You turned a bright spark into a flame (yeah, yeah)
My beats per minute never been the same
'Cause you're my lady
I'm your fool
It makes me crazy when you act so cruel
Come on baby
Let's not fight
We'll go dancing
Everything will be alright
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah yeah, baby (jitterbug)
Cuddle up baby
Move in tight
We'll go dancing tomorrow night
It's cold out there
But it's warm in bed
They can dance
We'll stay home instead
(Jitterbug)
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
Wake me up before you go-go
Don't you dare to leave me hanging on like a yo-yo
Take me dancing
A boom-boom-boom-boom, oh!
('Cause I'm not plannin' on goin' solo)
A boom-boom-boom-boom, yeah, yeah, yeah
(Take me dancing tonight)
Ooh, ahh
Yeah, yeah..."
Boogie Wonderland,https://www.youtube.com/watch?v=EXanXGVWjJ0,Boogie_Wonderland\official.mp3,"Dance, Boogie Wonderland, hey, hey
Dance, Boogie Wonderland
Midnight creeps so slowly into hearts of men
Who need more than they get
Daylight deals a bad hand to a woman
Who has laid too many bets
The mirror stares you in the face and says
""Baby, uh, uh, it don't work""
You say your prayers though you don't care
You dance and shake the hat
Dance, Boogie Wonderland, hey, hey
Dance, Boogie Wonderland
Sound fly through the night
I chase my vinyl dreams to Boogie Wonderland
I find romance when I start to dance in Boogie Wonderland
I find romance when I start to dance in Boogie Wonderland
All the love in the world can't be gone
All the need to be loved can't be wrong
All the records are playing and my heart keeps saying
""Boogie Wonderland, Wonderland""
Dance, Boogie Wonderland, hey, hey
Dance, Boogie Wonderland, hey, hey
I find romance when I start to dance in Boogie Wonderland
I find romance when I start to dance in Boogie Wonderland
Dance, dance (Boogie Wonderland), dance, dance
Dance, dance (Boogie Wonderland), dance, dance
Wonderland
Wonderland
All the love in the world can't be gone (love in the world can't be gone)
All the need to be loved can't be wrong (need to be loved can't be wrong)
All the records are playing and my heart keeps saying
Boogie Wonderland, Wonderland
Dance, Boogie Wonderland, hey, hey
Dance, Boogie Wonderland, hey, hey
I find romance when I start to dance in Boogie Wonderland
I find romance when I start to dance in Boogie Wonderland
Dance, dance, dance (Boogie Wonderland), dance, dance, dance, dance
Dance, dance (Boogie Wonderland), dance"
Take It Easy,https://www.youtube.com/watch?v=EVDYmBrl02Q,Take_It_Easy\official.mp3,"I got my own vibe
Tốt khoe xấu che girl tốt khoe xấu che
Tốt khoe xấu che tốt khoe xấu che baby
Tốt khoe xấu che tốt khoe xấu che baby
Tốt khoe xấu che baby tốt khoe xấu che baby
Tốt khoe xấu che
Take it easy girl tốt khoe xấu che ah
Yeah you know yourself
Chỉ em biết mình là ai
Take it easy girl tốt khoe xấu che ah
Yeah you know yourself
Miễn em thấy là mình vui
Em thích thì em khoe thích thì em che
Thích thì em nhích em không thích thì em yeah
Tốt thì em khoe xấu thì em che public private thích thì em share
Sống đơn giản thành thật với cảm xúc làm chủ hộp bar baby
Trong mọi tình huống biết điều mình muốn quyết định A S A P
Pull up with my milk foam UTH we keep it daily
Gái Việt thi Rap Việt được Thái VG's cap you know Liu Grace
First lady of 454 on stage you gonna sway with me
This is not notion we stay kind like it we're a family (đây là Vietnamese)
Tốt khoe xấu che chờ e chờ e chờ e chờ em
Về nhà tiếp tục luyện tập học thêm đọc thêm đọc thêm đọc thêm
Mài cho viên ngọc này sáng bừng lên bừng lên bừng lên bừng lên
Tự bản thân mình biết không quan tâm lời người ta bla bla bla
Gặt hái được là do mồ hôi mồ kê chứ đâu có abracadabra
Take it easy girl
Tốt khoe xấu che ah yeah you know yourself
Chỉ em biết mình là ai take it easy girl
Tốt khoe xấu che ah yeah you know yourself
Miễn em thấy là mình vui
Ok let's get it
Nothing gonna mess me up bật tivi lên coi bé Nhi gấp
Xung quanh nghe holla what's up
Vẫn cứ hết mình làm việc để cuối năm đi Bangkok
Cuộc đua càng ngày càng tăng tốc
Gone through the wringer then leveling up
Đây là cuộc chơi của mỗi người tạo dựng thành tựu và tiếng cười
Hai cây vàng mỗi tuần về nhà là đáng giá
Khoe cho ba má khoe cho chị em
Những lúc mắc cỡ những lúc lấm lem
Những lúc trắc trở những lúc trắng đêm
Đừng có cố giấu nước mắt nằm nghiêng
Đừng có múa rối đừng có sầu riêng
Đón nhận hết cỡ mở lòng hàn huyên
Bay khắp thế giới với chim vành khuyên
Tốt hay là xấu vẫn có người ở cạnh bên mà chia sót nỗi muộn phiền (we are Vietnamese)
Tốt khoe xấu chờ e chờ e chờ e chờ em
Về nhà tiếp tục luyện tập học thêm đọc thêm đọc thêm đọc thêm
Mài cho viên ngọc này sáng bừng lên bừng lên bừng lên bừng lên
Tự bản thân mình biết không quan tâm lời người ta bla bla bla
Gặt hái được là do mồ hôi mồ kê chứ đâu phải abracadabra
Take it easy girl tốt khoe xấu che ah
Yeah you know yourself
Chỉ em biết mình là ai
Take it easy girl tốt khoe xấu che ah
Yeah you know yourself
Miễn em thấy là mình vui
Take it easy easy easy
Take it easy easy easy easy
Take it easy easy easy easy
Take it easy girl tốt khoe xấu che ah
Take it easy girl"
Karma Police,https://www.youtube.com/watch?v=Sr7QZs3mBjM,Karma_Police\official.mp3,
I Just Want to Dance with You,https://www.youtube.com/watch?v=HxxhNAyj3QQ,I_Just_Want_to_Dance_with_You\official.mp3,
Under Pressure,https://www.youtube.com/watch?v=BWdLt3Afjrg,Under_Pressure\official.mp3,"Mm-noom-ba-deh
Doom-boom-ba-beh
Doo-boo-boom-ba-beh-beh
Pressure pushin' down on me
Pressin' down on you, no man ask for
Under pressure that brings a building down
Splits a family in two, puts people on streets
Mm-ba-ba-beh, mm-ba-ba-beh
Dee-day-da, ee-day-da
That's okay
That's the terror of knowing what this world is about
Watchin' some good friends screamin', ""Let me out""
Pray tomorrow gets me higher
Pressure on people, people on streets
Da-da-da, mm-mm
Da-da-da-ba-bum
Okay
Chippin' around, kick my brains 'round the floor
These are the days it never rains but it pours
Ee-doh-ba-buh, ee-da-ba-ba-bop
Mm-bo-bop, beh-lup
People on streets, ee-da-dee-da-day
People on streets, ee-da-dee-da-dee-da-dee-da
It's the terror of knowing what this world is about
Watching some good friends screaming, ""Let me out""
Pray tomorrow gets me higher, higher, high
Pressure on people, people on streets
Turned away from it all like a blind man
Sat on the fence but it don't work
Keep comin' up with love but it's so slashed and torn
Why, why, why?
Love
Insanity laughs under pressure we're breaking
Can't we give ourselves one more chance?
Why can't we give love that one more chance?
Why can't we give love, give love, give love, give love
Give love, give love, give love, give love?
'Cause love's such an old-fashioned word
And love dares you to care for
The people on the edge of the night
And love dares you to change our way of
Caring about ourselves
This is our last dance
This is our last dance
This is ourselves
Under pressure
Under pressure
Pressure"
Go Your Own Way,https://www.youtube.com/watch?v=xJjwtqz_GGQ,Go_Your_Own_Way\official.mp3,"Loving you
Isn't the right thing to do
How can I ever change things
That I feel?
If I could
Baby, I'd give you my world
How can I
When you won't take it from me?
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
Go your own way
Tell me why
Everything turned around
Packing up
Shacking up is all you want to do
If I could
Baby, I'd give you my world
Open up
Everything's waiting for you
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
Go your own way
You can go your own way
Go your own way
You can call it
Another lonely day
Another lonely day
You can go your own way
Go your own way
You can call it
Another lonely day
You can go your own way
You can call it
Another lonely day
You can go your own way"
Run to You,https://www.youtube.com/watch?v=MMyNH7mlm0M,Run_to_You\official.mp3,"Oooh-ooh-ooh
I know that when you look at me
There's so much that you just don't see
But if you would only take the time
I know in my heart you'd find
A girl who's scared sometimes
Who isn't always strong
Can't you see the hurt in me?
I feel so all alone
I wanna run to you (oooh)
I wanna run to you (oooh)
Won't you hold me in your arms
And keep me safe from harm
I want to run to you (oooh)
But if I come to you (oooh)
Tell me, will you stay or will you run away
Each day, each day I play the role
Of someone always in control
But at night I come home and turn the key
There's nobody there, no one cares for me
What's the sense of trying hard to find your dreams
Without someone to share it with
Tell me what does it mean?
I wanna run to you (oooh)
I wanna run to you (oooh)
Won't you hold me in your arms
And keep me safe from harm
I want to run to you (oooh)
But if I come to you (oooh)
Tell me, will you stay, or will you, run away
Run away
I need you here
I need you here to wipe away my tears
To kiss away my fears, no
If you only knew how much
I wanna run to you (oooh)
I wanna run to you (oooh)
Won't you hold me in your arms
And keep me safe from harm
I want to run to you (oooh)
But if I come to you (oooh)
Tell me, will you stay or will you run away"
I'm Not the Only One,https://www.youtube.com/watch?v=J_BId2d5zB4,I'm_Not_the_Only_One\official.mp3,"One, two, three, four
Mm-mm, mm
Mm-mm-mm, mm
Yeah
You and me, we made a vow
For better or for worse, hmm
And I can't believe you let me down
But the proof's in the way it hurts, mm, yeah
For months on end, I've had my doubts
Denyin' every tear
And I wish this would be over now
But I know that I still need you near
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one, mm, yeah
You've been so unavailable
Now, sadly, I know why
And your heart is unobtainable
Even though Lord knows you kept mine
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one
And I have loved you for many years
Maybe I am just not enough
Ooh, you've made me realize my deepest fear
By lyin' and tearin' us up
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me ""baby""
I know I'm not the only one
And I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know
I know I'm not the only one"
Another Day in Paradise,https://www.youtube.com/watch?v=At9FypGZ44M,Another_Day_in_Paradise\official.mp3,
All I Want,https://www.youtube.com/watch?v=RK1V6T5YNpI,All_I_Want\official.mp3,
What's Love Got to Do with It,https://www.youtube.com/watch?v=mw78mrc6K5A,What's_Love_Got_to_Do_with_It\official.mp3,"You must understand, though the touch of your hand
Makes my pulse react
That it's only the thrill of boy meeting girl
Opposites attract
It's physical
Only logical
You must try to ignore that it means more than that
Oh-oh, what's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
Oh-oh, what's love got to do, got to do with it?
What's love but a second-hand emo-
Oh-oh, what's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
Oh-oh, what's love got to do, got to do with it?
What's love but a second-hand emo-
Oh-oh, what's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
It may seem to you that I'm acting confused
When you're close to me
If I tend to look dazed, I've read it someplace
I've got cause to be
There's a name for it
There's a phrase that fits
But whatever the reason, you do it for me
Oh-oh, what's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart, when a heart can be broken?
Oh-oh, what's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart (when a heart can be broken?)
What's love got to do, got to do with it?
What's love but a second-hand emotion?
Oh-oh, what's love got to do, got to do with it?
Who needs a heart when a heart can be broken?
Oh-oh
Oh-oh, what's love?
What's love?
Oh-oh"
Man in the Mirror,https://www.youtube.com/watch?v=Zqe5NP86OCc,Man_in_the_Mirror\official.mp3,"I'm gonna make a change
For once in my life
It's gonna feel real good
Gonna make a difference
Gonna make it right
As I, turn up the collar on
My favorite winter coat
This wind is blowin' my mind
I see the kids in the street
With not enough to eat
Who am I, to be blind pretending not to see their needs?
A summer's disregard
A broken bottle top
And a one man's soul
They follow each other on the wind ya know
'Cause they got nowhere to go
That's why I want you to know
I'm starting with the man in the mirror
I'm asking him to change his ways
And no message could've been any clearer
If they wanna make the world a better place
Take a look at yourself and then make a change
I've been a victim of a selfish kind of love
It's time that I realize
That there are some with no home
Not a nickel to loan
Could it be really me pretending that they're not alone?
A willow deeply scarred
Somebody's broken heart
And a washed out dream (washed out dream)
They follow the pattern of the wind, ya see
'Cause they got no place to be
That's why I'm starting with me
I'm starting with the man in the mirror (oh)
I'm asking him to change his ways (oh)
And no message could've been any clearer
If you wanna make the world a better place
Take a look at yourself and then make a change
I'm starting with the man in the mirror (oh)
I'm asking him to change his ways (oh)
And no message could've been any clearer
If you wanna make the world a better place
Take a look at yourself and then make that
Change
I'm starting with the man in the mirror (oh yeah)
I'm asking him to change his ways (better change)
No message could've been any clearer
(If you wanna make the world a better place)
(Take a look at yourself and then make the change)
you can't
(Then you close your) close your, your mind
With the man in the mirror, oh yeah
I'm asking him to change his ways (better change)
No message could've been any clearer
If you wanna make the world a better place
Take a look at yourself and then make a change
gonna feel real good now
I'm gonna make a change
It's gonna feel real good
Come on (change)
Just lift yourself
You know
You've got to stop it
Yourself (yeah)
I've got to make that change today
(Man in the mirror) you got to
You got to not let yourself brother
(Yeah) you know
(Make that change) I've got to get that man, that man
You've got to
You've got to move
Come on
Come on
You got to
Stand up, stand up (yeah, make that change)
Stand up
Stand up and lift
Yourself, now
(Man in the mirror)
Gonna make that change come on
(Man in the mirror)
You know it
You know it
You know it
You know
Change
Make that change"
Walking on Broken Glass,https://www.youtube.com/watch?v=ukT54q2NoD0,Walking_on_Broken_Glass\official.mp3,
Hot Stuff,https://www.youtube.com/watch?v=knmBAKUMPaI,Hot_Stuff\official.mp3,"Sittin' here eatin' my heart out waitin'
Waitin' for some lover to call
Dialed about a thousand numbers lately
Almost rang the phone off the wall
Lookin' for some hot stuff, baby, this evenin'
I need some hot stuff, baby, tonight
I want some hot stuff, baby, this evenin'
Gotta have some hot stuff
Gotta have some love tonight
Hot stuff
Baby, baby
Baby, baby (tonight)
I need hot stuff
Baby, baby
Baby, baby (tonight)
I want some hot stuff
Baby, baby
Baby, baby (tonight)
I need hot stuff
Baby, baby
Baby, baby (tonight)
Baby, baby
Baby, baby (tonight)
Baby, baby
Baby, baby (tonight)
Baby, baby
Baby, baby (tonight)
Baby, baby
Baby, baby (tonight)
Lookin' for a lover who needs another
Don't want another night on my own
Wanna share my love with a warm blooded lover
Wanna bring a wild man back home
Gotta have some hot love, baby, this evenin'
I need some hot stuff, baby, tonight
I want some hot stuff, baby, this evenin'
Got to have some lovin'
Got to have love tonight
Hot stuff
Baby, baby
Baby, baby (tonight)
I need hot stuff
Baby, baby
Baby, baby (tonight)
I want some hot stuff
Baby, baby
Baby, baby (tonight)
I need hot stuff
Baby, baby
Baby, baby (tonight)
Looking for some hot stuff
Baby, baby
Baby, baby (tonight)
I need some hot stuff
Baby, baby
Baby, baby (tonight)
Looking for some hot stuff
Baby, baby
Baby, baby (tonight)
I need hot stuff
Baby, baby
Baby, baby (tonight)"
I’m Coming Out,https://www.youtube.com/watch?v=ZuvGXxf7oNI,I’m_Coming_Out\official.mp3,
Don't Stop the Music,https://www.youtube.com/watch?v=OfWIGJpOih8,Don't_Stop_the_Music\official.mp3,"Please don't stop the music, music, music
Please don't stop the music, music, music
Please don't stop the music, music, music
Please don't stop the music, music, music
It's getting late, I'm making my way over to my favorite place
I gotta get my body moving, shake the stress away
I wasn't looking for nobody when you looked my way
Possible candidate, yeah
Who knew, that you'd be up in here looking like you do
You're makin' staying over here impossible
Baby, I'm a say your aura is incredible
If you don't have to go, don't
Do you know what you started? I just came here to party
But now we're rockin' on the dance floor, actin' naughty
Your hands around my waist just let the music play
We're hand in hand, chest to chest, and now we're face to face
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the, please don't stop the music
Baby, are you ready 'cause it's gettin' cold
Don't you feel the passion ready to explode?
What goes on between us no one has to know
This is a private show
Do you know what you started? I just came here to party
But now we're rockin' on the dance floor, actin' naughty
Your hands around my waist just let the music play
We're hand in hand, chest to chest, and now we're face to face
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the, please don't stop the music
Please don't stop the music
Please don't stop the music, music, music
Please don't stop the music, music, music
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the music
I wanna take you away
Let's escape into the music
DJ, let it play
I just can't refuse it
Like the way you do this
Keep on rockin' to it
Please don't stop the, please don't stop the, please don't stop the music
Please don't stop the music
Please don't stop the music, music, music
Please don't stop the music, music, music, music, music, music, music"
Dancing With a Stranger,https://www.youtube.com/watch?v=Iexrhy-1kRI,Dancing_With_a_Stranger\official.mp3,"Hmm, hmm
I don't wanna be alone tonight (alone tonight)
It's pretty clear that I'm not over you (over you, over you)
I'm still thinking 'bout the things you do (things you do)
So I don't wanna be alone tonight, alone tonight, alone tonight
Can you light the fire? (light the fire, light the fire)
I need somebody who can take control (take control)
I know exactly what I need to do
'Cause I don't wanna be alone tonight, alone tonight, alone tonight
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger
I wasn't even goin' out tonight (out tonight)
But, boy, I need to get you off of my mind (off of my mind)
I know exactly what I have to do
I don't wanna be alone tonight, alone tonight, alone tonight
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Dancing with a stranger
Dancing with a stranger
Dancing, yeah, ooh
Look what you made me do (ooh), I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do, I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
I'm dancing, I'm dancing (ooh)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)
I'm dancing, I'm dancing (dancing with a stranger)"
You Belong With Me,https://www.youtube.com/watch?v=lFggi-O8qEg,You_Belong_With_Me\official.mp3,"You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do
I'm in the room, it's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do
But she wears short skirts, I wear T-shirts
She's Cheer Captain, and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me, you belong with me
Walk in the streets with you in your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench, thinking to myself
""Hey, isn't this easy?""
And you've got a smile that can light up this whole town
I haven't seen it in a while since she brought you down
You say you're fine, I know you better than that
Hey, what you doing with a girl like that?
She wears high heels, I wear sneakers
She's Cheer Captain, and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your backdoor
All this time how could you not know, baby?
You belong with me, you belong with me
Oh, I remember you driving to my house in the middle of the night
I'm the one who makes you laugh when you know you're 'bout to cry
I know your favorite songs and you tell me 'bout your dreams
Think I know where you belong, think I know it's with me
Can't you see that I'm the one who understands you?
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your backdoor
All this time how could you not know, baby?
You belong with me, you belong with me
You belong with me
Have you ever thought, just maybe
You belong with me?
You belong with me"
Take A Chance on Me,https://www.youtube.com/watch?v=f_lfgahuMk0,Take_A_Chance_on_Me\official.mp3,"If you change your mind, I'm the first in line
Honey, I'm still free
Take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down
If you're all alone when the pretty birds have flown
Honey, I'm still free
Take a chance on me
Gonna do my very best and it ain't no lie
If you put me to the test, if you let me try
Take a chance on me
(That's all I ask of you, honey)
Take a chance on me
We can go dancing, we can go walking, as long as we're together
Listen to some music, maybe just talking, get to know you better
'Cause you know I've got
So much that I wanna do, when I dream I'm alone with you
It's magic
You want me to leave it there, afraid of a love affair
But I think you know
That I can't let go
If you change your mind, I'm the first in line
Honey, I'm still free
Take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down
If you're all alone when the pretty birds have flown
Honey, I'm still free
Take a chance on me
Gonna do my very best and it ain't no lie
If you put me to the test, if you let me try
Take a chance on me
(Come on, give me a break will you?)
Take a chance on me
Oh you can take your time baby, I'm in no hurry, know I'm gonna get you
You don't wanna hurt me, baby don't worry, I ain't gonna let you
Let me tell you now
My love is strong enough to last when things are rough
It's magic
You say that I waste my time but I can't get you off my mind
No, I can't let go
'Cause I love you so
If you change your mind, I'm the first in line
Honey, I'm still free
Take a chance on me
If you need me, let me know, gonna be around
If you've got no place to go, if you're feeling down
If you're all alone when the pretty birds have flown
Honey, I'm still free
Take a chance on me
Gonna do my very best, baby can't you see
Gotta put me to the test, take a chance on me
(Take a chance, take a chance, take a chance on me)
Ba ba ba ba baa, ba ba ba ba baa
Honey, I'm still free
Take a chance on me
Gonna do my very best, baby can't you see
Gotta put me to the test, take a chance on me
(Take a chance, take a chance, take a chance on me)
Ba ba ba ba baa, ba ba ba ba baa ba-ba
Honey, I'm still free
Take a chance on me
Gonna do my very best, baby can't you see
Gotta put me to the test, take a chance on me"
